sex,dataset,technology,description,annotation_method,unique_cell_type_count
,https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#1443$temporal%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#1453$cingulate%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#1453$insular%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#1547$cingulate%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#1738$temporal%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#1791$cingulate%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#1791$temporal%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#1798$cingulate%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#1798$frontal%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#1798$insular%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#1823$cingulate%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#1864$temporal%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#23$frontal%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#24$frontal%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#26$frontal%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#3$frontal%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#30$frontal%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#34$frontal%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#4283$frontal%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#4283$insular%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#4283$temporal%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#4332$temporal%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#4341$cingulate%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#4341$frontal%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#4350$cingulate%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#4350$frontal%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#4369$cingulate%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#4369$frontal%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#4369$insular%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#4369$temporal%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#4389$cingulate%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#4389$frontal%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#4396$cingulate%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#4396$frontal%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#4396$insular%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#4396$temporal%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#4426$cingulate%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#4426$frontal%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#4670$cingulate%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#4670$temporal%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#4942$frontal%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#4942$insular%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#4942$temporal%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#5163$cingulate%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#5242$cingulate%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#5242$insular%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#5387$frontal%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#5391$cingulate%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#5408$frontal%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#5408$insular%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#5538$frontal%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#5546$frontal%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#5554$cingulate%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#5577$frontal%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#56$frontal%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#5608$cingulate%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#5608$frontal%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#5608$insular%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#5609$frontal%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#5787$frontal%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#5879$frontal%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#5893$cingulate%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#5893$frontal%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#5900$cingulate%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#5900$frontal%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#5900$insular%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#5900$temporal%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#5936$frontal%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#5958$cingulate%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/6f6d381a-7701-4781-935c-db10d30de293#homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T120$respiratory%20airway,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/6f6d381a-7701-4781-935c-db10d30de293#homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T121$respiratory%20airway,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/6f6d381a-7701-4781-935c-db10d30de293#homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T126$respiratory%20airway,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/6f6d381a-7701-4781-935c-db10d30de293#homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T137$respiratory%20airway,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/6f6d381a-7701-4781-935c-db10d30de293#homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T153$respiratory%20airway,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/6f6d381a-7701-4781-935c-db10d30de293#homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T154$respiratory%20airway,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/6f6d381a-7701-4781-935c-db10d30de293#homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T164$respiratory%20airway,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/6f6d381a-7701-4781-935c-db10d30de293#homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T165$respiratory%20airway,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/6f6d381a-7701-4781-935c-db10d30de293#homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T166$respiratory%20airway,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/6f6d381a-7701-4781-935c-db10d30de293#homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T167$respiratory%20airway,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/6f6d381a-7701-4781-935c-db10d30de293#homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T85$respiratory%20airway,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/6f6d381a-7701-4781-935c-db10d30de293#homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T89$respiratory%20airway,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/6f6d381a-7701-4781-935c-db10d30de293#homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T90$respiratory%20airway,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/6ff3401b-d72c-4940-a00c-3f0792397082#p46c$respiratory%20airway,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/6ff3401b-d72c-4940-a00c-3f0792397082#p47c$respiratory%20airway,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/6ff3401b-d72c-4940-a00c-3f0792397082#p50c$respiratory%20airway,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/6ff3401b-d72c-4940-a00c-3f0792397082#p51c$respiratory%20airway,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/71f4bccf-53d4-4c12-9e80-e73bfb89e398#Caetano_GSE152042_GSM4600896$gingiva,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/71f4bccf-53d4-4c12-9e80-e73bfb89e398#Caetano_GSE152042_GSM4600897$gingiva,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/71f4bccf-53d4-4c12-9e80-e73bfb89e398#Caetano_GSE152042_GSM4600898$gingiva,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/71f4bccf-53d4-4c12-9e80-e73bfb89e398#Caetano_GSE152042_GSM4600899$gingiva,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/71f4bccf-53d4-4c12-9e80-e73bfb89e398#Huang_ATL01$gingiva,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/71f4bccf-53d4-4c12-9e80-e73bfb89e398#Huang_ATL02$gingiva,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/71f4bccf-53d4-4c12-9e80-e73bfb89e398#Huang_ATL03$gingiva,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/71f4bccf-53d4-4c12-9e80-e73bfb89e398#Huang_ATL05$gingiva,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/71f4bccf-53d4-4c12-9e80-e73bfb89e398#Pagella_GSE161267_GSM4904134$gingiva,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/71f4bccf-53d4-4c12-9e80-e73bfb89e398#Pagella_GSE161267_GSM4904135$gingiva,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/71f4bccf-53d4-4c12-9e80-e73bfb89e398#Pagella_GSE161267_GSM4904136$gingiva,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/71f4bccf-53d4-4c12-9e80-e73bfb89e398#Pagella_GSE161267_GSM4904137$gingiva,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/71f4bccf-53d4-4c12-9e80-e73bfb89e398#Pagella_GSE161267_GSM4904138$gingiva,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/71f4bccf-53d4-4c12-9e80-e73bfb89e398#Williams_GSE164241_GSM5005048$gingiva,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/71f4bccf-53d4-4c12-9e80-e73bfb89e398#Williams_GSE164241_GSM5005049$gingiva,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/71f4bccf-53d4-4c12-9e80-e73bfb89e398#Williams_GSE164241_GSM5005050$gingiva,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/71f4bccf-53d4-4c12-9e80-e73bfb89e398#Williams_GSE164241_GSM5005051$gingiva,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/71f4bccf-53d4-4c12-9e80-e73bfb89e398#Williams_GSE164241_GSM5005052$gingiva,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/71f4bccf-53d4-4c12-9e80-e73bfb89e398#Williams_GSE164241_GSM5005053$gingiva,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/71f4bccf-53d4-4c12-9e80-e73bfb89e398#Williams_GSE164241_GSM5005054$gingiva,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/71f4bccf-53d4-4c12-9e80-e73bfb89e398#Williams_GSE164241_GSM5005055$gingiva,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/71f4bccf-53d4-4c12-9e80-e73bfb89e398#Williams_GSE164241_GSM5005056$gingiva,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/71f4bccf-53d4-4c12-9e80-e73bfb89e398#Williams_GSE164241_GSM5005057$gingiva,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/71f4bccf-53d4-4c12-9e80-e73bfb89e398#Williams_GSE164241_GSM5005058$gingiva,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/71f4bccf-53d4-4c12-9e80-e73bfb89e398#Williams_GSE164241_GSM5005059$gingiva,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/71f4bccf-53d4-4c12-9e80-e73bfb89e398#Williams_GSE164241_GSM5005060$gingiva,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/71f4bccf-53d4-4c12-9e80-e73bfb89e398#Williams_GSE164241_GSM5005061$gingiva,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/71f4bccf-53d4-4c12-9e80-e73bfb89e398#Williams_GSE164241_GSM5005062$gingiva,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/71f4bccf-53d4-4c12-9e80-e73bfb89e398#Williams_GSE164241_GSM5177039$gingiva,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/71f4bccf-53d4-4c12-9e80-e73bfb89e398#Williams_GSE164241_GSM5177040$gingiva,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/71f4bccf-53d4-4c12-9e80-e73bfb89e398#Williams_GSE164241_GSM5177041$gingiva,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/71f4bccf-53d4-4c12-9e80-e73bfb89e398#Williams_GSE164241_GSM5177042$gingiva,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/71f4bccf-53d4-4c12-9e80-e73bfb89e398#Williams_GSE164241_GSM5177043$gingiva,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/71f4bccf-53d4-4c12-9e80-e73bfb89e398#Williams_GSE164241_GSM5177044$gingiva,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/72d37bc9-76cc-442d-9131-da0e273862db#%23105$hemisphere%20part%20of%20cerebellar%20posterior%20lobe,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/72d37bc9-76cc-442d-9131-da0e273862db#%23138$dentate%20nucleus,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/72d37bc9-76cc-442d-9131-da0e273862db#%23215$dentate%20nucleus,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/72d37bc9-76cc-442d-9131-da0e273862db#%2360$cerebellum%20vermis%20lobule,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/72d37bc9-76cc-442d-9131-da0e273862db#11858$cerebellum,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/72d37bc9-76cc-442d-9131-da0e273862db#11921$cerebellum,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/72d37bc9-76cc-442d-9131-da0e273862db#11930$cerebellum,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/72d37bc9-76cc-442d-9131-da0e273862db#13802$cerebellum,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/72d37bc9-76cc-442d-9131-da0e273862db#13846$cerebellum,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/72d37bc9-76cc-442d-9131-da0e273862db#13934$cerebellum,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/72d37bc9-76cc-442d-9131-da0e273862db#13949$cerebellum,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/72d37bc9-76cc-442d-9131-da0e273862db#14068$cerebellum,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/72d37bc9-76cc-442d-9131-da0e273862db#14143$cerebellum,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/72d37bc9-76cc-442d-9131-da0e273862db#14144$cerebellum,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/72d37bc9-76cc-442d-9131-da0e273862db#14201$cerebellum,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/72d37bc9-76cc-442d-9131-da0e273862db#14278$cerebellum,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/72d37bc9-76cc-442d-9131-da0e273862db#14409$cerebellum,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/72d37bc9-76cc-442d-9131-da0e273862db#14471$cerebellum,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/72d37bc9-76cc-442d-9131-da0e273862db#15293$cerebellum,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/72d37bc9-76cc-442d-9131-da0e273862db#1791$cerebellum,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/72d37bc9-76cc-442d-9131-da0e273862db#2008267$cerebellar%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/72d37bc9-76cc-442d-9131-da0e273862db#200978$cerebellar%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/72d37bc9-76cc-442d-9131-da0e273862db#2012220$cerebellum,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/72d37bc9-76cc-442d-9131-da0e273862db#2012258$cerebellum,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/72d37bc9-76cc-442d-9131-da0e273862db#49819%20Maryl_121$cerebellum,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/72d37bc9-76cc-442d-9131-da0e273862db#49844%20Maryl_774$cerebellum,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/72d37bc9-76cc-442d-9131-da0e273862db#49910%20Maryl_779$cerebellum,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/77446b76-1c2d-4a71-8e59-0efd4374d98e#pooled%20%5BEH1906-01B%2CUHB1911-12B%2CUHB1911-12D%2CUHB2009-18D%2CUHB1908-22B%5D$breast,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/77446b76-1c2d-4a71-8e59-0efd4374d98e#pooled%20%5BK107181%2CK109128%2CK107888%2CK107530%2CK107996%5D$upper%20outer%20quadrant%20of%20breast,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/77446b76-1c2d-4a71-8e59-0efd4374d98e#pooled%20%5BK107238%2CK108019%2CK107957%2CK107889%2CK108056%5D$upper%20outer%20quadrant%20of%20breast,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/77446b76-1c2d-4a71-8e59-0efd4374d98e#pooled%20%5BK107913%2CK107878%2CK107919%2CK107524%2CK107539%5D$upper%20outer%20quadrant%20of%20breast,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/77446b76-1c2d-4a71-8e59-0efd4374d98e#pooled%20%5BK108015%2CK108070%2CK108029%2CK108030%2CK108111%5D$upper%20outer%20quadrant%20of%20breast,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/77446b76-1c2d-4a71-8e59-0efd4374d98e#pooled%20%5BK108288%2CK109007%2CK108952%2CK109065%2CK107976%5D$upper%20outer%20quadrant%20of%20breast,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/77446b76-1c2d-4a71-8e59-0efd4374d98e#pooled%20%5BK108290%2CK108033%2CK108946%2CK108250%2CK108283%5D$upper%20outer%20quadrant%20of%20breast,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/77446b76-1c2d-4a71-8e59-0efd4374d98e#pooled%20%5BK108343%2CK108563%2CK107894%2CK108949%2CK109089%5D$upper%20outer%20quadrant%20of%20breast,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/77446b76-1c2d-4a71-8e59-0efd4374d98e#pooled%20%5BK108420%2CK108535%2CK108346%2CK108493%2CK108480%2CK108495%5D$upper%20outer%20quadrant%20of%20breast,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/77446b76-1c2d-4a71-8e59-0efd4374d98e#pooled%20%5BK108436%2CK109044%2CK109033%2CK108225%2CK108562%5D$upper%20outer%20quadrant%20of%20breast,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/77446b76-1c2d-4a71-8e59-0efd4374d98e#pooled%20%5BK108454%2CK108310%2CK108354%2CK107952%2CK108324%5D$upper%20outer%20quadrant%20of%20breast,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/77446b76-1c2d-4a71-8e59-0efd4374d98e#pooled%20%5BK108959%2CK108950%2CK108983%2CK108955%2CK108978%5D$upper%20outer%20quadrant%20of%20breast,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/77446b76-1c2d-4a71-8e59-0efd4374d98e#pooled%20%5BK109077%2CK109039%2CK109020%2CK109066%2CK108988%2CK109086%5D$upper%20outer%20quadrant%20of%20breast,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/77446b76-1c2d-4a71-8e59-0efd4374d98e#pooled%20%5BK109098%2CK109064%2CK108587%2CK108957%2CK108589%5D$upper%20outer%20quadrant%20of%20breast,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/77446b76-1c2d-4a71-8e59-0efd4374d98e#pooled%20%5BK109108%2CK109090%2CK109122%2CK109100%5D$upper%20outer%20quadrant%20of%20breast,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/77446b76-1c2d-4a71-8e59-0efd4374d98e#pooled%20%5BUHB1911-19B%2CUH2105-21B%2CUH2010-16B%2CUH2010-26%2CUHB1911-19D%2CBRCA1_IU_north%5D$breast,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/793fdaec-5067-428a-a9db-ecefe135c945#RBG31066_XN3392$umbilical%20cord%20blood,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/847fafc3-41a1-4a0d-9461-0328c88e9b13#Rayon2021%3A%20Donor%200$neural%20tube,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/847fafc3-41a1-4a0d-9461-0328c88e9b13#Rayon2021%3A%20Donor%201$neural%20tube,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/847fafc3-41a1-4a0d-9461-0328c88e9b13#Rayon2021%3A%20Donor%202$neural%20tube,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/847fafc3-41a1-4a0d-9461-0328c88e9b13#Rayon2021%3A%20Donor%203$neural%20tube,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/91c8e321-566f-4f9d-b89e-3a164be654d5#13019$Brodmann%20(1909)%20area%2046,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#5958$frontal%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#5976$frontal%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#5981$frontal%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#6$frontal%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#60$frontal%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#62$frontal%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#63$frontal%20cortex,,,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#64$frontal%20cortex,,,,0
