organ,as_label,ct_label,gene_symbol,as,ct,gene
Large Intestine,ileocecal valve,lymphocyte of large intestine lamina propria,CD79A,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0009018,http://identifiers.org/hgnc/1698
Large Intestine,ileocecal valve,large intestine crypt goblet cell,KRT20,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_1000321,http://identifiers.org/hgnc/20412
Large Intestine,ileocecal valve,lymphocyte of large intestine lamina propria,CR2,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0009018,http://identifiers.org/hgnc/2336
Large Intestine,ileocecal valve,lymphocyte of large intestine lamina propria,MS4A1,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0009018,http://identifiers.org/hgnc/7315
Large Intestine,ileocecal valve,large intestine crypt goblet cell,MUC2,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_1000321,http://identifiers.org/hgnc/7512
Large Intestine,ileocecal valve,macrophage,CD163,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0000235,http://identifiers.org/hgnc/1631
Large Intestine,ileocecal valve,macrophage,CD68,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0000235,http://identifiers.org/hgnc/1693
Large Intestine,ileocecal valve,macrophage,ITGAM,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0000235,http://identifiers.org/hgnc/6149
Large Intestine,ileocecal valve,macrophage,MRC1,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0000235,http://identifiers.org/hgnc/7228
Large Intestine,ileocecal valve,endothelial cell of lymphatic vessel,LYVE1,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0002138,http://identifiers.org/hgnc/14687
Large Intestine,ileocecal valve,macrophage,CD74,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0000235,http://identifiers.org/hgnc/1697
Large Intestine,ileocecal valve,endothelial cell of high endothelial venule,MADCAM1,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0002652,http://identifiers.org/hgnc/6765
Large Intestine,ileocecal valve,transit amplifying cell of colon,KRT20,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0009011,http://identifiers.org/hgnc/20412
Large Intestine,ileocecal valve,intestinal tuft cell,TRPM5,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0019032,http://identifiers.org/hgnc/14323
Large Intestine,ileocecal valve,intestinal tuft cell,POU2F3,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0019032,http://identifiers.org/hgnc/19864
Large Intestine,ileocecal valve,intestinal tuft cell,KRT20,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0019032,http://identifiers.org/hgnc/20412
Large Intestine,ileocecal valve,intestinal tuft cell,DCLK1,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0019032,http://identifiers.org/hgnc/2700
Large Intestine,ileocecal valve,intestinal tuft cell,PTGS1,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0019032,http://identifiers.org/hgnc/9604
Large Intestine,ileocecal valve,endothelial cell of arteriole,CD34,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_1000412,http://identifiers.org/hgnc/1662
Large Intestine,ileocecal valve,endothelial cell of arteriole,CD36,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_1000412,http://identifiers.org/hgnc/1663
Large Intestine,ileocecal valve,endothelial cell of arteriole,PECAM1,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_1000412,http://identifiers.org/hgnc/8823
Large Intestine,ileocecal valve,endothelial cell of venule,CD34,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_1000414,http://identifiers.org/hgnc/1662
Large Intestine,ileocecal valve,endothelial cell of venule,CD36,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_1000414,http://identifiers.org/hgnc/1663
Large Intestine,ileocecal valve,endothelial cell of venule,PECAM1,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_1000414,http://identifiers.org/hgnc/8823
Large Intestine,ileocecal valve,adipocyte,BID,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0000136,http://identifiers.org/hgnc/1050
Large Intestine,ileocecal valve,"CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell",CD8A,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0000915,http://identifiers.org/hgnc/1706
Large Intestine,ileocecal valve,mesothelial cell of visceral peritoneum,KRT8,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_1000457,http://identifiers.org/hgnc/6446
Large Intestine,ileocecal valve,pericyte,PDGFRB,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0000669,http://identifiers.org/hgnc/8804
Large Intestine,ileocecal valve,mesothelial cell of visceral peritoneum,CALB2,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_1000457,http://identifiers.org/hgnc/1435
Large Intestine,ileocecal valve,mesothelial cell of visceral peritoneum,KRT18,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_1000457,http://identifiers.org/hgnc/6430
Large Intestine,ileocecal valve,"CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell",CD2,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0000915,http://identifiers.org/hgnc/1639
Large Intestine,ileocecal valve,"CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell",CD3D,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0000915,http://identifiers.org/hgnc/1673
Large Intestine,ileocecal valve,"CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell",CD3W,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0000915,http://identifiers.org/hgnc/1676
Large Intestine,ileocecal valve,"CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell",CD5,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0000915,http://identifiers.org/hgnc/1685
Large Intestine,ileocecal valve,"CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell",CD7,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0000915,http://identifiers.org/hgnc/1695
Large Intestine,ileocecal valve,enterocyte of epithelium of large intestine,BEST4,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0002071,http://identifiers.org/hgnc/17106
Large Intestine,ileocecal valve,enterocyte of epithelium of large intestine,KRT20,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0002071,http://identifiers.org/hgnc/20412
Large Intestine,ileocecal valve,pericyte,PECAM1,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0000669,http://identifiers.org/hgnc/8823
Large Intestine,ileocecal valve,lymphocyte of large intestine lamina propria,KLRK1,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0009018,http://identifiers.org/hgnc/18788
Large Intestine,ileocecal valve,lymphocyte of large intestine lamina propria,ITGAX,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0009018,http://identifiers.org/hgnc/6152
Large Intestine,ileocecal valve,lymphocyte of large intestine lamina propria,NCAM1,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0009018,http://identifiers.org/hgnc/7656
Large Intestine,ileocecal valve,lymphocyte of large intestine lamina propria,B3GAT1,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0009018,http://identifiers.org/hgnc/921
Large Intestine,ileocecal valve,lymphocyte of large intestine lamina propria,CD4,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0009018,http://identifiers.org/hgnc/1678
Large Intestine,ileocecal valve,lymphocyte of large intestine lamina propria,IL2RA,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0009018,http://identifiers.org/hgnc/6008
Large Intestine,ileocecal valve,lymphocyte of large intestine lamina propria,FOXP3,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0009018,http://identifiers.org/hgnc/6106
Large Intestine,ileocecal valve,lymphocyte of large intestine lamina propria,CD2,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0009018,http://identifiers.org/hgnc/1639
Large Intestine,ileocecal valve,lymphocyte of large intestine lamina propria,CD3D,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0009018,http://identifiers.org/hgnc/1673
Large Intestine,ileocecal valve,lymphocyte of large intestine lamina propria,CD3W,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0009018,http://identifiers.org/hgnc/1676
Large Intestine,ileocecal valve,lymphocyte of large intestine lamina propria,CD5,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0009018,http://identifiers.org/hgnc/1685
Large Intestine,ileocecal valve,lymphocyte of large intestine lamina propria,CD7,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0009018,http://identifiers.org/hgnc/1695
Large Intestine,ileocecal valve,lymphocyte of large intestine lamina propria,CD8A,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0009018,http://identifiers.org/hgnc/1706
Large Intestine,ileocecal valve,mature eosinophil,PTGDR2,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0000041,http://identifiers.org/hgnc/4502
Large Intestine,ileocecal valve,mature eosinophil,ITGAM,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0000041,http://identifiers.org/hgnc/6149
Large Intestine,ileocecal valve,mast cell,SLC16A1,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/10922
Large Intestine,ileocecal valve,mast cell,KIT,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/6342
Large Intestine,ileocecal valve,mature neutrophil,FCGR3A,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0000096,http://identifiers.org/hgnc/3619
Large Intestine,ileocecal valve,mature neutrophil,FUT4,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0000096,http://identifiers.org/hgnc/4015
Large Intestine,hepatic flexure of colon,adipocyte,BID,http://purl.obolibrary.org/obo/UBERON_0022277,http://purl.obolibrary.org/obo/CL_0000136,http://identifiers.org/hgnc/1050
Large Intestine,hepatic flexure of colon,endothelial cell of lymphatic vessel,UCHL1,http://purl.obolibrary.org/obo/UBERON_0022277,http://purl.obolibrary.org/obo/CL_0002138,http://identifiers.org/hgnc/12513
Large Intestine,hepatic flexure of colon,endothelial cell of lymphatic vessel,NCAM1,http://purl.obolibrary.org/obo/UBERON_0022277,http://purl.obolibrary.org/obo/CL_0002138,http://identifiers.org/hgnc/7656
Large Intestine,hepatic flexure of colon,endothelial cell of lymphatic vessel,CD274,http://purl.obolibrary.org/obo/UBERON_0022277,http://purl.obolibrary.org/obo/CL_0002138,http://identifiers.org/hgnc/17635
Large Intestine,hepatic flexure of colon,smooth muscle cell,ACTA2,http://purl.obolibrary.org/obo/UBERON_0022277,http://purl.obolibrary.org/obo/CL_0000192,http://identifiers.org/hgnc/130
Large Intestine,hepatic flexure of colon,pericyte,PECAM1,http://purl.obolibrary.org/obo/UBERON_0022277,http://purl.obolibrary.org/obo/CL_0000669,http://identifiers.org/hgnc/8823
Large Intestine,hepatic flexure of colon,mesothelial cell of visceral peritoneum,KRT8,http://purl.obolibrary.org/obo/UBERON_0022277,http://purl.obolibrary.org/obo/CL_1000457,http://identifiers.org/hgnc/6446
Large Intestine,hepatic flexure of colon,mesothelial cell of visceral peritoneum,CALB2,http://purl.obolibrary.org/obo/UBERON_0022277,http://purl.obolibrary.org/obo/CL_1000457,http://identifiers.org/hgnc/1435
Large Intestine,hepatic flexure of colon,mesothelial cell of visceral peritoneum,KRT18,http://purl.obolibrary.org/obo/UBERON_0022277,http://purl.obolibrary.org/obo/CL_1000457,http://identifiers.org/hgnc/6430
Large Intestine,ascending colon,interstitial cell of Cajal,CD34,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0002088,http://identifiers.org/hgnc/1662
Large Intestine,ascending colon,interstitial cell of Cajal,KIT,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0002088,http://identifiers.org/hgnc/6342
Kidney,renal papilla,kidney inner medulla collecting duct principal cell,SLC14A2,http://purl.obolibrary.org/obo/UBERON_0001228,http://purl.obolibrary.org/obo/CL_1000718,http://identifiers.org/hgnc/10919
Kidney,renal papilla,papillary tips cell,TP63,http://purl.obolibrary.org/obo/UBERON_0001228,http://purl.obolibrary.org/obo/CL_1000597,http://identifiers.org/hgnc/15979
Kidney,renal papilla,kidney inner medulla collecting duct principal cell,AQP2,http://purl.obolibrary.org/obo/UBERON_0001228,http://purl.obolibrary.org/obo/CL_1000718,http://identifiers.org/hgnc/634
Kidney,renal papilla,papillary tips cell,KRT5,http://purl.obolibrary.org/obo/UBERON_0001228,http://purl.obolibrary.org/obo/CL_1000597,http://identifiers.org/hgnc/6442
Kidney,renal papilla,papillary tips cell,TACSTD2,http://purl.obolibrary.org/obo/UBERON_0001228,http://purl.obolibrary.org/obo/CL_1000597,http://identifiers.org/hgnc/11530
Kidney,renal papilla,papillary tips cell,GPX2,http://purl.obolibrary.org/obo/UBERON_0001228,http://purl.obolibrary.org/obo/CL_1000597,http://identifiers.org/hgnc/4554
Large Intestine,ascending colon,macrophage,CD163,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0000235,http://identifiers.org/hgnc/1631
Large Intestine,ascending colon,macrophage,CD68,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0000235,http://identifiers.org/hgnc/1693
Large Intestine,ascending colon,macrophage,CD74,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0000235,http://identifiers.org/hgnc/1697
Large Intestine,ascending colon,lymphocyte of large intestine lamina propria,CD8A,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0009018,http://identifiers.org/hgnc/1706
Large Intestine,ascending colon,macrophage,ITGAM,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0000235,http://identifiers.org/hgnc/6149
Large Intestine,ascending colon,macrophage,MRC1,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0000235,http://identifiers.org/hgnc/7228
Large Intestine,ascending colon,Schwann cell,NCAM1,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0002573,http://identifiers.org/hgnc/7656
Large Intestine,ascending colon,"CD8-alpha-beta-positive, alpha-beta intraepithelial T cell",CD2,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0000796,http://identifiers.org/hgnc/1639
Large Intestine,ascending colon,"CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell",CD2,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0000915,http://identifiers.org/hgnc/1639
Large Intestine,ascending colon,"CD8-alpha alpha positive, gamma-delta intraepithelial T cell",CD2,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0000802,http://identifiers.org/hgnc/1639
Large Intestine,ascending colon,"CD8-alpha-beta-positive, alpha-beta intraepithelial T cell",CD3D,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0000796,http://identifiers.org/hgnc/1673
Large Intestine,ascending colon,"CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell",CD3D,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0000915,http://identifiers.org/hgnc/1673
Large Intestine,ascending colon,"CD8-alpha alpha positive, gamma-delta intraepithelial T cell",CD3D,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0000802,http://identifiers.org/hgnc/1673
Large Intestine,ascending colon,"CD8-alpha-beta-positive, alpha-beta intraepithelial T cell",CD3W,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0000796,http://identifiers.org/hgnc/1676
Large Intestine,ascending colon,"CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell",CD3W,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0000915,http://identifiers.org/hgnc/1676
Large Intestine,ascending colon,"CD8-alpha alpha positive, gamma-delta intraepithelial T cell",CD3W,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0000802,http://identifiers.org/hgnc/1676
Large Intestine,ascending colon,"CD8-alpha-beta-positive, alpha-beta intraepithelial T cell",CD5,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0000796,http://identifiers.org/hgnc/1685
Large Intestine,ascending colon,"CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell",CD5,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0000915,http://identifiers.org/hgnc/1685
Large Intestine,ascending colon,"CD8-alpha alpha positive, gamma-delta intraepithelial T cell",CD5,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0000802,http://identifiers.org/hgnc/1685
Large Intestine,ascending colon,"CD8-alpha-beta-positive, alpha-beta intraepithelial T cell",CD7,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0000796,http://identifiers.org/hgnc/1695
Large Intestine,ascending colon,plasma cell,SDC1,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0000786,http://identifiers.org/hgnc/10658
Large Intestine,ascending colon,endothelial cell of lymphatic vessel,LYVE1,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0002138,http://identifiers.org/hgnc/14687
Large Intestine,ascending colon,lymphocyte of large intestine lamina propria,KLRK1,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0009018,http://identifiers.org/hgnc/18788
Large Intestine,ascending colon,lymphocyte of large intestine lamina propria,ITGAX,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0009018,http://identifiers.org/hgnc/6152
Large Intestine,ascending colon,endothelial cell of high endothelial venule,MADCAM1,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0002652,http://identifiers.org/hgnc/6765
Large Intestine,ascending colon,lymphocyte of large intestine lamina propria,NCAM1,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0009018,http://identifiers.org/hgnc/7656
Large Intestine,ascending colon,lymphocyte of large intestine lamina propria,B3GAT1,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0009018,http://identifiers.org/hgnc/921
Large Intestine,ascending colon,"CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell",CD7,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0000915,http://identifiers.org/hgnc/1695
Large Intestine,ascending colon,"CD8-alpha alpha positive, gamma-delta intraepithelial T cell",CD7,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0000802,http://identifiers.org/hgnc/1695
Large Intestine,ascending colon,"CD8-alpha-beta-positive, alpha-beta intraepithelial T cell",CD8A,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0000796,http://identifiers.org/hgnc/1706
Large Intestine,ascending colon,"CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell",CD8A,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0000915,http://identifiers.org/hgnc/1706
Large Intestine,ascending colon,"CD8-alpha alpha positive, gamma-delta intraepithelial T cell",CD8A,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0000802,http://identifiers.org/hgnc/1706
Large Intestine,ascending colon,intestinal tuft cell,POU2F3,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0019032,http://identifiers.org/hgnc/19864
Large Intestine,ascending colon,intestinal tuft cell,PTGS1,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0019032,http://identifiers.org/hgnc/9604
Large Intestine,ascending colon,mast cell,SLC16A1,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/10922
Large Intestine,ascending colon,dendritic cell,CD74,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0000451,http://identifiers.org/hgnc/1697
Large Intestine,ascending colon,mature neutrophil,FCGR3A,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0000096,http://identifiers.org/hgnc/3619
Large Intestine,ascending colon,mature neutrophil,FUT4,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0000096,http://identifiers.org/hgnc/4015
Large Intestine,ascending colon,dendritic cell,IL3RA,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0000451,http://identifiers.org/hgnc/6012
Large Intestine,ascending colon,lymphocyte of large intestine lamina propria,IL7R,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0009018,http://identifiers.org/hgnc/6024
Large Intestine,ascending colon,dendritic cell,ITGAX,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0000451,http://identifiers.org/hgnc/6152
Large Intestine,ascending colon,mast cell,KIT,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/6342
Large Intestine,ascending colon,lymphocyte of large intestine lamina propria,KIT,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0009018,http://identifiers.org/hgnc/6342
Large Intestine,ascending colon,lymphocyte of large intestine lamina propria,KLRB1,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0009018,http://identifiers.org/hgnc/6373
Large Intestine,ascending colon,Schwann cell,CD274,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0002573,http://identifiers.org/hgnc/17635
Large Intestine,ileocecal valve,"CD4-positive, alpha-beta intraepithelial T cell",CD4,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0000793,http://identifiers.org/hgnc/1678
Large Intestine,ileocecal valve,"CD4-positive, alpha-beta intraepithelial T cell",CD5,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0000793,http://identifiers.org/hgnc/1685
Large Intestine,ileocecal valve,"CD4-positive, alpha-beta intraepithelial T cell",CD7,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0000793,http://identifiers.org/hgnc/1695
Large Intestine,ileocecal valve,pericryptal fibroblastic sheath,ACTA2,http://purl.obolibrary.org/obo/UBERON_0000569,https://purl.org/ccf/ASCTB-TEMP_pericryptal-fibroblastic-sheath,http://identifiers.org/hgnc/130
Large Intestine,ileocecal valve,subepithelial membrane,ACTA2,http://purl.obolibrary.org/obo/UBERON_0000569,https://purl.org/ccf/ASCTB-TEMP_subepithelial-membrane,http://identifiers.org/hgnc/130
Large Intestine,ileocecal valve,pericryptal fibroblastic sheath,WNT2B,http://purl.obolibrary.org/obo/UBERON_0000569,https://purl.org/ccf/ASCTB-TEMP_pericryptal-fibroblastic-sheath,http://identifiers.org/hgnc/12781
Large Intestine,ileocecal valve,pericryptal fibroblastic sheath,RSPO3,http://purl.obolibrary.org/obo/UBERON_0000569,https://purl.org/ccf/ASCTB-TEMP_pericryptal-fibroblastic-sheath,http://identifiers.org/hgnc/20866
Large Intestine,ileocecal valve,ganglion,MAP2,http://purl.obolibrary.org/obo/UBERON_0000569,https://purl.org/ccf/ASCTB-TEMP_ganglion,http://identifiers.org/hgnc/6839
Large Intestine,ileocecal valve,ganglion,PRPH,http://purl.obolibrary.org/obo/UBERON_0000569,https://purl.org/ccf/ASCTB-TEMP_ganglion,http://identifiers.org/hgnc/9461
Large Intestine,ileocecal valve,"CD4-negative, CD8-negative, alpha-beta intraepithelial T cell",CD2,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0000935,http://identifiers.org/hgnc/1639
Large Intestine,ileocecal valve,"CD4-negative, CD8-negative, alpha-beta intraepithelial T cell",CD3D,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0000935,http://identifiers.org/hgnc/1673
Large Intestine,ileocecal valve,"CD4-negative, CD8-negative, alpha-beta intraepithelial T cell",CD3W,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0000935,http://identifiers.org/hgnc/1676
Large Intestine,ileocecal valve,"CD4-negative, CD8-negative, alpha-beta intraepithelial T cell",CD5,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0000935,http://identifiers.org/hgnc/1685
Large Intestine,ileocecal valve,"CD4-negative, CD8-negative, alpha-beta intraepithelial T cell",CD7,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0000935,http://identifiers.org/hgnc/1695
Large Intestine,ileocecal valve,myofibroblast cell,ACTA2,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0000186,http://identifiers.org/hgnc/130
Large Intestine,ileocecal valve,interstitial cell of Cajal,CD34,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0002088,http://identifiers.org/hgnc/1662
Large Intestine,ileocecal valve,interstitial cell of Cajal,KIT,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0002088,http://identifiers.org/hgnc/6342
Large Intestine,ileocecal valve,endothelial cell of lymphatic vessel,UCHL1,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0002138,http://identifiers.org/hgnc/12513
Large Intestine,ileocecal valve,endothelial cell of lymphatic vessel,NCAM1,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0002138,http://identifiers.org/hgnc/7656
